"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Back-End Bound Auxiliary","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x1c014b400","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c014b400","[Unknown]","0x1c014b400"
"func@0x1c0007570","0","0","0","0","0","","","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0007570","[Unknown]","0x1c0007570"
"func@0x1c0007910","0","0","0","0","0","","","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0007910","[Unknown]","0x1c0007910"
"func@0x1800298d6","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x1800298d6","[Unknown]","0x1800298d6"
"RtlDeactivateActivationContextUnsafeFast","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","RtlDeactivateActivationContextUnsafeFast","[Unknown]","0x18000c760"
"func@0x1c0015050","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0015050","[Unknown]","0x1c0015050"
"func@0x18006ec00","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x18006ec00","[Unknown]","0x18006ec00"
"func@0x1c01d2e1f","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c01d2e1f","[Unknown]","0x1c01d2e1f"
"memset","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","memset","[Unknown]","0x180173030"
"RtlQueryEnvironmentVariable","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","RtlQueryEnvironmentVariable","[Unknown]","0x1800b73b0"
"func@0x1800b883b","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x1800b883b","[Unknown]","0x1800b883b"
"func@0x1c0014d30","0","0","0","0","0","","","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0014d30","[Unknown]","0x1c0014d30"
"func@0x1c01491a0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c01491a0","[Unknown]","0x1c01491a0"
"func@0x180048da8","0","806400","268800","3","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180048da8","[Unknown]","0x180048da8"
"func@0x1800d3ec0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x1800d3ec0","[Unknown]","0x1800d3ec0"
"func@0x1c01654c0","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntfs.sys","func@0x1c01654c0","[Unknown]","0x1c01654c0"
"stbi__get8","0","268800","0","","0","0","1","0","0","0","0","0","0","","kip_sequential_profile.exe","stbi__get8","stb_image.h","0x14001b91d"
"func@0x180054940","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180054940","[Unknown]","0x180054940"
"std::_Uninitialized_fill_n","0","0","0","0","0","0","1","0","0","0","0","0","0","0","kip_sequential_profile.exe","std::_Uninitialized_fill_n","xmemory","0x14002152b"
"std::_Uninitialized_backout_al<std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::_Emplace_back","0","537600","806400","0.666667","0","0","1","0","0","0","0","0","0","","kip_sequential_profile.exe","std::_Uninitialized_backout_al<std::allocator<std::vector<Pixel,std::allocator<Pixel> > > >::_Emplace_back","xmemory","0x140021560"
"std::vector<Pixel,std::allocator<Pixel> >::vector","0","0","0","0","0","0","1","0","0","0","0","0","0","0","kip_sequential_profile.exe","std::vector<Pixel,std::allocator<Pixel> >::vector","vector","0x140021560"
"std::vector<Pixel,std::allocator<Pixel> >::_Construct_n","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","kip_sequential_profile.exe","std::vector<Pixel,std::allocator<Pixel> >::_Construct_n","vector","0x140021560"
"func@0x180009b55","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180009b55","[Unknown]","0x180009b55"
"func@0x1c0014b90","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntfs.sys","func@0x1c0014b90","[Unknown]","0x1c0014b90"
"func@0x1c0194f60","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0194f60","[Unknown]","0x1c0194f60"
"func@0x1c0148b60","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntfs.sys","func@0x1c0148b60","[Unknown]","0x1c0148b60"
"func@0x1800acc5c","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x1800acc5c","[Unknown]","0x1800acc5c"
"func@0x1c0064d40","0","268800","0","","0","0","1","0","0","0","0","0","0","","fltmgr.sys","func@0x1c0064d40","[Unknown]","0x1c0064d40"
"func@0x180015da0","0","268800","537600","0.5","0","","","0","0","0","0","0","0","","ntdll.dll","func@0x180015da0","[Unknown]","0x180015da0"
"func@0x1c0119d60","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","ntfs.sys","func@0x1c0119d60","[Unknown]","0x1c0119d60"
"func@0x1c0007820","0","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c0007820","[Unknown]","0x1c0007820"
"func@0x1800635f4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x1800635f4","[Unknown]","0x1800635f4"
"FltObjectDereference","0","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","FltObjectDereference","[Unknown]","0x1c0005e50"
"func@0x1c00cb000","0","268800","0","","0","0","1","0","0","0","0","0","0","","tcpip.sys","func@0x1c00cb000","[Unknown]","0x1c00cb000"
"func@0x1c000225a","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000225a","[Unknown]","0x1c000225a"
"FltAcquirePushLockShared","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","FltAcquirePushLockShared","[Unknown]","0x1c0012a50"
"FltGetFileSystemType","0","268800","0","","0","0","1","0","0","0","0","0","0","","fltmgr.sys","FltGetFileSystemType","[Unknown]","0x1c0013a40"
"func@0x1400e5620","0","0","0","0","0","","","0","0","0","0","0","0","0","iastorvd.sys","func@0x1400e5620","[Unknown]","0x1400e5620"
"func@0x1c0010160","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c0010160","[Unknown]","0x1c0010160"
"func@0x1c00576c2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c00576c2","[Unknown]","0x1c00576c2"
"func@0x180079c70","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","func@0x180079c70","[Unknown]","0x180079c70"
"func@0x1c000a0b4","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000a0b4","[Unknown]","0x1c000a0b4"
"func@0x14010c9c0","0","0","0","0","0","","","0","0","0","0","0","0","0","iastorvd.sys","func@0x14010c9c0","[Unknown]","0x14010c9c0"
"func@0x1c0007880","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c0007880","[Unknown]","0x1c0007880"
"func@0x14005b430","0","268800","0","","0","","","0","0","0","0","0","0","","iastorvd.sys","func@0x14005b430","[Unknown]","0x14005b430"
"func@0x1c01011c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","tcpip.sys","func@0x1c01011c0","[Unknown]","0x1c01011c0"
"func@0x1c00378d0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c00378d0","[Unknown]","0x1c00378d0"
"func@0x1c0006670","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c0006670","[Unknown]","0x1c0006670"
"func@0x1c005dc80","0","0","0","0","0","","","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c005dc80","[Unknown]","0x1c005dc80"
"func@0x1c00330d0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c00330d0","[Unknown]","0x1c00330d0"
"func@0x1c00021b0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c00021b0","[Unknown]","0x1c00021b0"
"func@0x1c00332a8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c00332a8","[Unknown]","0x1c00332a8"
"func@0x1c002ff10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c002ff10","[Unknown]","0x1c002ff10"
"func@0x1c0049e20","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c0049e20","[Unknown]","0x1c0049e20"
"func@0x1c000a080","0","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000a080","[Unknown]","0x1c000a080"
"func@0x1c003083c","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c003083c","[Unknown]","0x1c003083c"
"func@0x1c0031f40","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c0031f40","[Unknown]","0x1c0031f40"
"FltGetRequestorProcessId","0","0","268800","0","0","","","0","0","0","0","0","0","0","fltmgr.sys","FltGetRequestorProcessId","[Unknown]","0x1c0011210"
"func@0x1c00147e0","0","268800","0","","0","0","1","0","0","0","0","0","0","","dxgkrnl.sys","func@0x1c00147e0","[Unknown]","0x1c00147e0"
"FltSupportsStreamContexts","0","268800","268800","1","0","","","0","0","0","0","0","0","","fltmgr.sys","FltSupportsStreamContexts","[Unknown]","0x1c0012ef0"
"FltDoCompletionProcessingWhenSafe","0","537600","806400","0.666667","0","0","1","0","0","0","0","0","0","","fltmgr.sys","FltDoCompletionProcessingWhenSafe","[Unknown]","0x1c00065b0"
"func@0x1c00131d8","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c00131d8","[Unknown]","0x1c00131d8"
"func@0x1c002efcc","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c002efcc","[Unknown]","0x1c002efcc"
"func@0x1c0032394","0","268800","0","","0","0","1","0","0","0","0","0","0","","dxgmms2.sys","func@0x1c0032394","[Unknown]","0x1c0032394"
"func@0x1c00163a3","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c00163a3","[Unknown]","0x1c00163a3"
"func@0x1c0011a01","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c0011a01","[Unknown]","0x1c0011a01"
"func@0x1c000fb20","0","268800","0","","0","0","1","0","0","0","0","0","0","","fltmgr.sys","func@0x1c000fb20","[Unknown]","0x1c000fb20"
"func@0x1c00334cc","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c00334cc","[Unknown]","0x1c00334cc"
"[dxgmms2.sys]","0","0","268800","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","[dxgmms2.sys]","[Unknown]","0"
"func@0x1c000ba46","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000ba46","[Unknown]","0x1c000ba46"
"func@0x1c002c8c8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c002c8c8","[Unknown]","0x1c002c8c8"
"func@0x1c000bc10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000bc10","[Unknown]","0x1c000bc10"
"func@0x1c0024380","0","268800","0","","0","","","0","0","0","0","0","0","","fltmgr.sys","func@0x1c0024380","[Unknown]","0x1c0024380"
"func@0x1c000e249","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c000e249","[Unknown]","0x1c000e249"
"FltGetStreamContext","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","FltGetStreamContext","[Unknown]","0x1c000b910"
"func@0x1c000e4d0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c000e4d0","[Unknown]","0x1c000e4d0"
"func@0x1c000f970","0","0","268800","0","","0","","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000f970","[Unknown]","0x1c000f970"
"func@0x1c0008415","0","268800","0","","0","0","1","0","0","0","0","0","0","","dxgmms2.sys","func@0x1c0008415","[Unknown]","0x1c0008415"
"func@0x180048390","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180048390","[Unknown]","0x180048390"
"func@0x1c0016220","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c0016220","[Unknown]","0x1c0016220"
"NtOpenSymbolicLinkObject","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ntdll.dll","NtOpenSymbolicLinkObject","[Unknown]","0x1801644b0"
"DpiGetSchedulerCallbackState","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgkrnl.sys","DpiGetSchedulerCallbackState","[Unknown]","0x1c00383b0"
"func@0x1c000bcb4","0","537600","2688000","0.2","0.2","0.1","0.7","0","0","0","0","0","0","","fltmgr.sys","func@0x1c000bcb4","[Unknown]","0x1c000bcb4"
"FltReleaseContext","0","0","0","0","0","","","0","0","0","0","0","0","0","fltmgr.sys","FltReleaseContext","[Unknown]","0x1c0004420"
"func@0x1c0024c00","0","268800","537600","0.5","","0","","0","0","0","0","0","0","","fltmgr.sys","func@0x1c0024c00","[Unknown]","0x1c0024c00"
"func@0x1c0067990","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1c0067990","[Unknown]","0x1c0067990"
"func@0x180029630","0","1075200","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180029630","[Unknown]","0x180029630"
"func@0x1c000a2d0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000a2d0","[Unknown]","0x1c000a2d0"
"func@0x1c000f91e","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c000f91e","[Unknown]","0x1c000f91e"
"func@0x1c0046570","0","0","0","0","0","0","1","0","0","0","0","0","0","0","wdf01000.sys","func@0x1c0046570","[Unknown]","0x1c0046570"
"func@0x1c002f5a0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c002f5a0","[Unknown]","0x1c002f5a0"
"func@0x180078510","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180078510","[Unknown]","0x180078510"
"func@0x1c000c050","0","537600","268800","2","0","","","0","0","0","0","0","0","","fltmgr.sys","func@0x1c000c050","[Unknown]","0x1c000c050"
"func@0x1c000bc70","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000bc70","[Unknown]","0x1c000bc70"
"func@0x1c000b070","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","fltmgr.sys","func@0x1c000b070","[Unknown]","0x1c000b070"
"[dxgkrnl.sys]","0","268800","0","","0","0","1","0","0","0","0","0","0","","dxgkrnl.sys","[dxgkrnl.sys]","[Unknown]","0"
"[Outside any known module]","0","0","0","0","0","0","1","0","0","0","0","0","0","0","[Unknown]","[Outside any known module]","[Unknown]","0"
"func@0x1c0001b60","0","268800","0","","0","0","1","0","0","0","0","0","0","","intelppm.sys","func@0x1c0001b60","[Unknown]","0x1c0001b60"
"func@0x1c0001ea0","0","0","268800","0","0","","","0","0","0","0","0","0","0","intelppm.sys","func@0x1c0001ea0","[Unknown]","0x1c0001ea0"
"func@0x1c002606d","0","537600","0","","0","0","1","0","0","0","0","0","0","","wdf01000.sys","func@0x1c002606d","[Unknown]","0x1c002606d"
"func@0x1c0016c80","0","0","0","0","0","","","0","0","0","0","0","0","0","luafv.sys","func@0x1c0016c80","[Unknown]","0x1c0016c80"
"func@0x1c0003150","0","268800","0","","0","0","1","0","0","0","0","0","0","","intelppm.sys","func@0x1c0003150","[Unknown]","0x1c0003150"
"func@0x1c002b260","0","268800","0","","0","0","1","0","0","0","0","0","0","","dxgmms2.sys","func@0x1c002b260","[Unknown]","0x1c002b260"
"func@0x1c0001eda","0","0","0","0","0","0","1","0","0","0","0","0","0","0","intelppm.sys","func@0x1c0001eda","[Unknown]","0x1c0001eda"
"func@0x1c0002b5e","0","0","0","0","0","0","1","0","0","0","0","0","0","0","wpprecorder.sys","func@0x1c0002b5e","[Unknown]","0x1c0002b5e"
"func@0x1800d3f33","0","268800","0","","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x1800d3f33","[Unknown]","0x1800d3f33"
"func@0x1c002d468","0","0","0","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c002d468","[Unknown]","0x1c002d468"
"func@0x1c0001040","0","0","0","0","0","0","1","0","0","0","0","0","0","0","intelpep.sys","func@0x1c0001040","[Unknown]","0x1c0001040"
"func@0x180048a80","0","806400","268800","3","0","0","1","0","0","0","0","0","0","","ntdll.dll","func@0x180048a80","[Unknown]","0x180048a80"
"func@0x1c003bccc","0","268800","0","","0","0","1","0","0","0","0","0","0","","dxgmms2.sys","func@0x1c003bccc","[Unknown]","0x1c003bccc"
"func@0x1c0051488","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c0051488","[Unknown]","0x1c0051488"
"func@0x26540","0","0","0","0","0","0","1","0","0","0","0","0","0","0","sepdrv5.sys","func@0x26540","[Unknown]","0x26540"
"func@0x18000ed80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","nllbidsdriver.sys","func@0x18000ed80","[Unknown]","0x18000ed80"
"NdisAllocateMemoryWithTagPriority","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ndis.sys","NdisAllocateMemoryWithTagPriority","[Unknown]","0x1c0063040"
"func@0x180018400","0","806400","2419200","0.333333","0","0","0","1","0","0","0","0","0","","ntdll.dll","func@0x180018400","[Unknown]","0x180018400"
"func@0x180026e80","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","nllbidsdriver.sys","func@0x180026e80","[Unknown]","0x180026e80"
"func@0x1c003b1da","0","0","0","0","0","","","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1c003b1da","[Unknown]","0x1c003b1da"
"func@0x1c0014190","0","268800","0","","0","0","1","0","0","0","0","0","0","","netio.sys","func@0x1c0014190","[Unknown]","0x1c0014190"
"func@0x1c002fde0","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","netio.sys","func@0x1c002fde0","[Unknown]","0x1c002fde0"
"func@0x180016fc4","0","268800","268800","1","0","0","1","0","0","0","0","0","0","","nllbidsdriver.sys","func@0x180016fc4","[Unknown]","0x180016fc4"
"RtlUpdateCurrentTimerWheelTick","0","268800","0","","0","0","1","0","0","0","0","0","0","","netio.sys","RtlUpdateCurrentTimerWheelTick","[Unknown]","0x1c002fe70"
"func@0x18000f6ac","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","kernelbase.dll","func@0x18000f6ac","[Unknown]","0x18000f6ac"
"NdisAcquireRWLockRead","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ndis.sys","NdisAcquireRWLockRead","[Unknown]","0x1c0042d50"
"RtlGetNextExpiredTimerWheelEntry","0","0","0","0","0","0","1","0","0","0","0","0","0","0","netio.sys","RtlGetNextExpiredTimerWheelEntry","[Unknown]","0x1c002fc00"
"NdisFSendNetBufferLists","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ndis.sys","NdisFSendNetBufferLists","[Unknown]","0x1c001fb30"
"func@0x180010f40","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","nllbidsdriver.sys","func@0x180010f40","[Unknown]","0x180010f40"
"func@0x1c0015e80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ndis.sys","func@0x1c0015e80","[Unknown]","0x1c0015e80"
"func@0x18018244c","0","268800","0","","0","0","1","0","0","0","0","0","0","","kernelbase.dll","func@0x18018244c","[Unknown]","0x18018244c"
"func@0x1c000b9dd","0","0","0","0","0","0","1","0","0","0","0","0","0","0","wdiwifi.sys","func@0x1c000b9dd","[Unknown]","0x1c000b9dd"
"func@0x18000f9cc","0","0","0","0","0","0","1","0","0","0","0","0","0","0","nllbidsdriver.sys","func@0x18000f9cc","[Unknown]","0x18000f9cc"
"ReadFile","0","0","268800","0","0","0","1","0","0","0","0","0","0","0","kernelbase.dll","ReadFile","[Unknown]","0x18004d400"
"func@0x1c00446e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ndis.sys","func@0x1c00446e0","[Unknown]","0x1c00446e0"
"func@0x18001f108","0","0","0","0","0","0","1","0","0","0","0","0","0","0","nllbidsdriver.sys","func@0x18001f108","[Unknown]","0x18001f108"
"func@0x1801814d8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","kernelbase.dll","func@0x1801814d8","[Unknown]","0x1801814d8"
"func@0x180037170","0","0","0","0","0","0","1","0","0","0","0","0","0","0","ucrtbase.dll","func@0x180037170","[Unknown]","0x180037170"
"func@0x1400713c0","0","0","0","0","0","","","0","0","0","0","0","0","0","nllsnx.sys","func@0x1400713c0","[Unknown]","0x1400713c0"
"fileno","0","268800","0","","0","0","1","0","0","0","0","0","0","","ucrtbase.dll","fileno","[Unknown]","0x180012da0"
